ddi_id,drug1,drug2,description,level
1083,Estrone,Phenytoin,ESTRONE/PHENYTOIN [VA Drug Interaction],MODERATE
1084,Phenytoin,Quinestrol,PHENYTOIN/QUINESTROL [VA Drug Interaction],MAJOR
1085,Nefazodone,Tacrolimus,NEFAZODONE/TACROLIMUS [VA Drug Interaction],MAJOR
1086,Diltiazem,Lovastatin,DILTIAZEM/LOVASTATIN [VA Drug Interaction],MODERATE
1087,Efavirenz,Warfarin,EFAVIRENZ/WARFARIN [VA Drug Interaction],MODERATE
1088,Citalopram,Phenelzine,CITALOPRAM/PHENELZINE [VA Drug Interaction],MAJOR
1089,Citalopram,Tranylcypromine,CITALOPRAM/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
1090,Citalopram,Pargyline,CITALOPRAM/PARGYLINE [VA Drug Interaction],MAJOR
1091,Citalopram,Isocarboxazid,CITALOPRAM/ISOCARBOXAZID [VA Drug Interaction],MAJOR
1092,Astemizole,Cisapride,ASTEMIZOLE/CISAPRIDE [VA Drug Interaction],MAJOR
1093,Itraconazole,Lovastatin,ITRACONAZOLE/LOVASTATIN [VA Drug Interaction],MAJOR
1094,Fluconazole,Lovastatin,FLUCONAZOLE/LOVASTATIN [VA Drug Interaction],MAJOR
1095,Ketoconazole,Lovastatin,KETOCONAZOLE/LOVASTATIN [VA Drug Interaction],MAJOR
1096,Itraconazole,Simvastatin,ITRACONAZOLE/SIMVASTATIN [VA Drug Interaction],MAJOR
1097,Fluconazole,Simvastatin,FLUCONAZOLE/SIMVASTATIN [VA Drug Interaction],MAJOR
1098,Ketoconazole,Simvastatin,KETOCONAZOLE/SIMVASTATIN [VA Drug Interaction],MAJOR
1099,Diltiazem,Simvastatin,DILTIAZEM/SIMVASTATIN [VA Drug Interaction],MODERATE
1100,Lovastatin,Verapamil,LOVASTATIN/VERAPAMIL [VA Drug Interaction],MAJOR
1101,Simvastatin,Verapamil,SIMVASTATIN/VERAPAMIL [VA Drug Interaction],MAJOR
1102,Doxacurium,Gentamicin,DOXACURIUM/GENTAMICIN [VA Drug Interaction],MODERATE
1103,Gentamicin,Mivacurium,GENTAMICIN/MIVACURIUM [VA Drug Interaction],MODERATE
1104,Gentamicin,Pipecuronium,GENTAMICIN/PIPECURONIUM [VA Drug Interaction],MODERATE
1105,Mephentermine,Phenelzine,MEPHENTERMINE/PHENELZINE [VA Drug Interaction],MAJOR
1106,Mephentermine,Pargyline,MEPHENTERMINE/PARGYLINE [VA Drug Interaction],MAJOR
1107,Isocarboxazid,Mephentermine,ISOCARBOXAZID/MEPHENTERMINE [VA Drug Interaction],MAJOR
1108,Mephentermine,Tranylcypromine,MEPHENTERMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
1109,Amikacin,Doxacurium,AMIKACIN/DOXACURIUM [VA Drug Interaction],MODERATE
1110,Amikacin,Mivacurium,AMIKACIN/MIVACURIUM [VA Drug Interaction],MODERATE
1111,Amikacin,Pipecuronium,AMIKACIN/PIPECURONIUM [VA Drug Interaction],MODERATE
1112,Doxacurium,Netilmicin,DOXACURIUM/NETILMICIN [VA Drug Interaction],MODERATE
1113,Mivacurium,Netilmicin,MIVACURIUM/NETILMICIN [VA Drug Interaction],MODERATE
1114,Netilmicin,Pipecuronium,NETILMICIN/PIPECURONIUM [VA Drug Interaction],MODERATE
1115,Doxacurium,Tobramycin,DOXACURIUM/TOBRAMYCIN [VA Drug Interaction],MODERATE
1116,Mivacurium,Tobramycin,MIVACURIUM/TOBRAMYCIN [VA Drug Interaction],MODERATE
1117,Pipecuronium,Tobramycin,PIPECURONIUM/TOBRAMYCIN [VA Drug Interaction],MODERATE
1118,Doxacurium,Streptomycin,DOXACURIUM/STREPTOMYCIN [VA Drug Interaction],MODERATE
1119,Mivacurium,Streptomycin,MIVACURIUM/STREPTOMYCIN [VA Drug Interaction],MODERATE
1120,Pipecuronium,Streptomycin,PIPECURONIUM/STREPTOMYCIN [VA Drug Interaction],MODERATE
1121,Doxacurium,Kanamycin,DOXACURIUM/KANAMYCIN [VA Drug Interaction],MODERATE
1122,Kanamycin,Mivacurium,KANAMYCIN/MIVACURIUM [VA Drug Interaction],MODERATE
1123,Kanamycin,Pipecuronium,KANAMYCIN/PIPECURONIUM [VA Drug Interaction],MODERATE
1124,Atracurium,Kanamycin,ATRACURIUM/KANAMYCIN [VA Drug Interaction],MODERATE
1125,Doxacurium,Neomycin,DOXACURIUM/NEOMYCIN [VA Drug Interaction],MODERATE
1126,Mivacurium,Neomycin,MIVACURIUM/NEOMYCIN [VA Drug Interaction],MODERATE
1127,Neomycin,Pancuronium,NEOMYCIN/PANCURONIUM [VA Drug Interaction],MODERATE
1128,Neomycin,Pipecuronium,NEOMYCIN/PIPECURONIUM [VA Drug Interaction],MODERATE
1129,Neomycin,Tubocurarine,NEOMYCIN/TUBOCURARINE [VA Drug Interaction],MODERATE
1130,Neomycin,Vecuronium,NEOMYCIN/VECURONIUM [VA Drug Interaction],MODERATE
1131,Netilmicin,Pancuronium,NETILMICIN/PANCURONIUM [VA Drug Interaction],MODERATE
1132,Netilmicin,Tubocurarine,NETILMICIN/TUBOCURARINE [VA Drug Interaction],MODERATE
1133,Netilmicin,Vecuronium,NETILMICIN/VECURONIUM [VA Drug Interaction],MODERATE
1134,Pancuronium,Streptomycin,PANCURONIUM/STREPTOMYCIN [VA Drug Interaction],MODERATE
1135,Streptomycin,Tubocurarine,STREPTOMYCIN/TUBOCURARINE [VA Drug Interaction],MODERATE
1136,Streptomycin,Vecuronium,STREPTOMYCIN/VECURONIUM [VA Drug Interaction],MODERATE
1137,Tranylcypromine,Zolmitriptan,TRANYLCYPROMINE/ZOLMITRIPTAN [VA Drug Interaction],MAJOR
1138,Pimozide,Zileuton,PIMOZIDE/ZILEUTON [VA Drug Interaction],MAJOR
1139,Fluconazole,Pimozide,FLUCONAZOLE/PIMOZIDE [VA Drug Interaction],MODERATE
1140,Fluoxetine,Thioridazine,FLUOXETINE/THIORIDAZINE [VA Drug Interaction],MAJOR
1141,Fluoxetine,Mesoridazine,FLUOXETINE/MESORIDAZINE [VA Drug Interaction],MODERATE
1142,Mesoridazine,Pindolol,MESORIDAZINE/PINDOLOL [VA Drug Interaction],MAJOR
1143,Mesoridazine,Propranolol,MESORIDAZINE/PROPRANOLOL [VA Drug Interaction],MAJOR
1144,Mesoridazine,Paroxetine,MESORIDAZINE/PAROXETINE [VA Drug Interaction],MODERATE
1145,Efavirenz,Saquinavir,EFAVIRENZ/SAQUINAVIR [VA Drug Interaction],MODERATE
1146,Ferrous Sulfate,Levofloxacin,FERROUS SULFATE/LEVOFLOXACIN [VA Drug Interaction],MODERATE
1147,Didanosine,Pentamidine,DIDANOSINE/PENTAMIDINE [VA Drug Interaction],MODERATE
1148,Calcium Carbonate,Levofloxacin,CALCIUM CARBONATE/LEVOFLOXACIN [VA Drug Interaction],MODERATE
1149,Quinidine,Vardenafil,QUINIDINE/VARDENAFIL [VA Drug Interaction],MAJOR
1150,Topiramate,Valproic Acid,TOPIRAMATE/VALPROIC ACID [VA Drug Interaction],MODERATE
1151,Gatifloxacin,Tolbutamide,GATIFLOXACIN/TOLBUTAMIDE [VA Drug Interaction],MODERATE
1152,Alprazolam,Buprenorphine,ALPRAZOLAM/BUPRENORPHINE [VA Drug Interaction],MODERATE
1153,Buprenorphine,Chlordiazepoxide,BUPRENORPHINE/CHLORDIAZEPOXIDE [VA Drug Interaction],MODERATE
1154,Buprenorphine,Clonazepam,BUPRENORPHINE/CLONAZEPAM [VA Drug Interaction],MODERATE
1155,Buprenorphine,Diazepam,BUPRENORPHINE/DIAZEPAM [VA Drug Interaction],MODERATE
1156,Buprenorphine,Estazolam,BUPRENORPHINE/ESTAZOLAM [VA Drug Interaction],MODERATE
1157,Buprenorphine,Lorazepam,BUPRENORPHINE/LORAZEPAM [VA Drug Interaction],MODERATE
1158,Buprenorphine,Midazolam,BUPRENORPHINE/MIDAZOLAM [VA Drug Interaction],MODERATE
1159,Buprenorphine,Oxazepam,BUPRENORPHINE/OXAZEPAM [VA Drug Interaction],MODERATE
1160,Buprenorphine,Ritonavir,BUPRENORPHINE/RITONAVIR [VA Drug Interaction],MODERATE
1161,Buprenorphine,Temazepam,BUPRENORPHINE/TEMAZEPAM [VA Drug Interaction],MODERATE
1162,Cholestyramine,Mycophenolate Mofetil,CHOLESTYRAMINE/MYCOPHENOLATE MOFETIL [VA Drug Interaction],MODERATE
1163,Clonazepam,Fluoxetine,CLONAZEPAM/FLUOXETINE [VA Drug Interaction],MODERATE
1164,Dofetilide,Vardenafil,DOFETILIDE/VARDENAFIL [VA Drug Interaction],MODERATE
1165,Duloxetine,Paroxetine,DULOXETINE/PAROXETINE [VA Drug Interaction],MODERATE
1166,Lamotrigine,Levonorgestrel,LAMOTRIGINE/LEVONORGESTREL [VA Drug Interaction],MODERATE
1167,Lamotrigine,Mestranol,LAMOTRIGINE/MESTRANOL [VA Drug Interaction],MODERATE
1168,Lamotrigine,Norelgestromin,LAMOTRIGINE/NORELGESTROMIN [VA Drug Interaction],MODERATE
1169,Lamotrigine,Norethynodrel,LAMOTRIGINE/NORETHYNODREL [VA Drug Interaction],MODERATE
1170,Lamotrigine,Norgestimate,LAMOTRIGINE/NORGESTIMATE [VA Drug Interaction],MODERATE
1171,Orlistat,Warfarin,ORLISTAT/WARFARIN [VA Drug Interaction],MODERATE
1172,Phenoxybenzamine,Vardenafil,PHENOXYBENZAMINE/VARDENAFIL [VA Drug Interaction],MODERATE
1173,Phentolamine,Vardenafil,PHENTOLAMINE/VARDENAFIL [VA Drug Interaction],MODERATE
1174,Fosamprenavir,Methysergide,FOSAMPRENAVIR/METHYSERGIDE [VA Drug Interaction],MAJOR
1175,Fosamprenavir,Midazolam,FOSAMPRENAVIR/MIDAZOLAM [VA Drug Interaction],MAJOR
1176,Fosamprenavir,Quinidine,FOSAMPRENAVIR/QUINIDINE [VA Drug Interaction],MODERATE
1177,Fosamprenavir,Simvastatin,FOSAMPRENAVIR/SIMVASTATIN [VA Drug Interaction],MAJOR
1178,Fosamprenavir,Triazolam,FOSAMPRENAVIR/TRIAZOLAM [VA Drug Interaction],MAJOR
1179,Levofloxacin,Mesoridazine,LEVOFLOXACIN/MESORIDAZINE [VA Drug Interaction],MAJOR
1180,Levofloxacin,Thioridazine,LEVOFLOXACIN/THIORIDAZINE [VA Drug Interaction],MAJOR
1181,Mesoridazine,Moxifloxacin,MESORIDAZINE/MOXIFLOXACIN [VA Drug Interaction],MAJOR
1182,Moxifloxacin,Thioridazine,MOXIFLOXACIN/THIORIDAZINE [VA Drug Interaction],MAJOR
1183,Paroxetine,Linezolid,LINEZOLID/PAROXETINE [VA Drug Interaction],MAJOR
1184,Phenylalanine,Nitisinone,NITISINONE/PHENYLALANINE [VA Drug Interaction],MODERATE
1185,Selegiline,Tryptophan,SELEGILINE/TRYPTOPHAN [VA Drug Interaction],MODERATE
1186,Prazosin,Tadalafil,PRAZOSIN/TADALAFIL [VA Drug Interaction],MODERATE
1187,Tadalafil,Terazosin,TADALAFIL/TERAZOSIN [VA Drug Interaction],MODERATE
1188,Doxazosin,Tadalafil,DOXAZOSIN/TADALAFIL [VA Drug Interaction],MODERATE
1189,Terazosin,Vardenafil,TERAZOSIN/VARDENAFIL [VA Drug Interaction],MODERATE
1190,Baclofen,Sodium Oxybate,BACLOFEN/SODIUM OXYBATE [VA Drug Interaction],MAJOR
1191,Buprenorphine,Sodium Oxybate,BUPRENORPHINE/SODIUM OXYBATE [VA Drug Interaction],MAJOR
1192,Butorphanol,Sodium Oxybate,BUTORPHANOL/SODIUM OXYBATE [VA Drug Interaction],MAJOR
1193,Tobramycin,Vecuronium,TOBRAMYCIN/VECURONIUM [VA Drug Interaction],MODERATE
1194,Sumatriptan,Tranylcypromine,SUMATRIPTAN/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
1195,Phenelzine,Sumatriptan,PHENELZINE/SUMATRIPTAN [VA Drug Interaction],MAJOR
1196,Ticlopidine,Warfarin,TICLOPIDINE/WARFARIN [VA Drug Interaction],MODERATE
1197,Gemfibrozil,Warfarin,GEMFIBROZIL/WARFARIN [VA Drug Interaction],MODERATE
1198,Clarithromycin,Warfarin,CLARITHROMYCIN/WARFARIN [VA Drug Interaction],MAJOR
1199,Griseofulvin,Warfarin,GRISEOFULVIN/WARFARIN [VA Drug Interaction],MODERATE
1200,Pargyline,Sumatriptan,PARGYLINE/SUMATRIPTAN [VA Drug Interaction],MAJOR
1201,Lovastatin,Warfarin,LOVASTATIN/WARFARIN [VA Drug Interaction],MODERATE
1202,Amitriptyline,Rifapentine,AMITRIPTYLINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1203,Amoxapine,Rifapentine,AMOXAPINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1204,Betamethasone,Rifapentine,BETAMETHASONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1205,Buspirone,Rifapentine,BUSPIRONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1206,Clomipramine,Rifapentine,CLOMIPRAMINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1207,Desipramine,Rifapentine,DESIPRAMINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1208,Desogestrel,Rifapentine,DESOGESTREL/RIFAPENTINE [VA Drug Interaction],MAJOR
1209,Doxepin,Rifapentine,DOXEPIN/RIFAPENTINE [VA Drug Interaction],MODERATE
1211,Fluconazole,Rifapentine,FLUCONAZOLE/RIFAPENTINE [VA Drug Interaction],MAJOR
1212,Fludrocortisone,Rifapentine,FLUDROCORTISONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1213,Hydrocortisone,Rifapentine,HYDROCORTISONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1214,Imipramine,Rifapentine,IMIPRAMINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1215,Itraconazole,Rifapentine,ITRACONAZOLE/RIFAPENTINE [VA Drug Interaction],MAJOR
1216,Ketoconazole,Rifapentine,KETOCONAZOLE/RIFAPENTINE [VA Drug Interaction],MAJOR
1217,Levonorgestrel,Rifapentine,LEVONORGESTREL/RIFAPENTINE [VA Drug Interaction],MODERATE
1218,Medroxyprogesterone,Rifapentine,MEDROXYPROGESTERONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1219,Mestranol,Rifapentine,MESTRANOL/RIFAPENTINE [VA Drug Interaction],MAJOR
1220,Norethynodrel,Rifapentine,NORETHYNODREL/RIFAPENTINE [VA Drug Interaction],MODERATE
1221,Norgestimate,Rifapentine,NORGESTIMATE/RIFAPENTINE [VA Drug Interaction],MODERATE
1222,Nortriptyline,Rifapentine,NORTRIPTYLINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1223,Protriptyline,Rifapentine,PROTRIPTYLINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1224,Quinidine,Rifapentine,QUINIDINE/RIFAPENTINE [VA Drug Interaction],MODERATE
1225,Rifapentine,Saquinavir,RIFAPENTINE/SAQUINAVIR [VA Drug Interaction],MAJOR
1226,Rifapentine,Trimipramine,RIFAPENTINE/TRIMIPRAMINE [VA Drug Interaction],MODERATE
1227,Amitriptyline,Carbamazepine,AMITRIPTYLINE/CARBAMAZEPINE [VA Drug Interaction],MODERATE
1228,Carbamazepine,Nortriptyline,CARBAMAZEPINE/NORTRIPTYLINE [VA Drug Interaction],MODERATE
1229,Carbamazepine,Protriptyline,CARBAMAZEPINE/PROTRIPTYLINE [VA Drug Interaction],MODERATE
1230,Amoxapine,Carbamazepine,AMOXAPINE/CARBAMAZEPINE [VA Drug Interaction],MODERATE
1231,Carbamazepine,Clomipramine,CARBAMAZEPINE/CLOMIPRAMINE [VA Drug Interaction],MODERATE
1232,Carbamazepine,Desipramine,CARBAMAZEPINE/DESIPRAMINE [VA Drug Interaction],MODERATE
1233,Carbamazepine,Doxepin,CARBAMAZEPINE/DOXEPIN [VA Drug Interaction],MODERATE
1234,Carbamazepine,Imipramine,CARBAMAZEPINE/IMIPRAMINE [VA Drug Interaction],MODERATE
1235,Carbamazepine,Trimipramine,CARBAMAZEPINE/TRIMIPRAMINE [VA Drug Interaction],MODERATE
1236,Alprazolam,Erythromycin,ALPRAZOLAM/ERYTHROMYCIN [VA Drug Interaction],MODERATE
1237,Alprazolam,Clarithromycin,ALPRAZOLAM/CLARITHROMYCIN [VA Drug Interaction],MODERATE
1238,Clarithromycin,Midazolam,CLARITHROMYCIN/MIDAZOLAM [VA Drug Interaction],MODERATE
1239,Clarithromycin,Triazolam,CLARITHROMYCIN/TRIAZOLAM [VA Drug Interaction],MODERATE
1240,Clarithromycin,Diazepam,CLARITHROMYCIN/DIAZEPAM [VA Drug Interaction],MODERATE
1241,Diazepam,Erythromycin,DIAZEPAM/ERYTHROMYCIN [VA Drug Interaction],MODERATE
1242,Erythromycin,Simvastatin,ERYTHROMYCIN/SIMVASTATIN [VA Drug Interaction],MAJOR
1243,Erythromycin,Lovastatin,ERYTHROMYCIN/LOVASTATIN [VA Drug Interaction],MAJOR
1244,Amitriptyline,Cisapride,AMITRIPTYLINE/CISAPRIDE [VA Drug Interaction],MAJOR
1245,Amoxapine,Cisapride,AMOXAPINE/CISAPRIDE [VA Drug Interaction],MAJOR
1246,Cisapride,Clomipramine,CISAPRIDE/CLOMIPRAMINE [VA Drug Interaction],MAJOR
1247,Cisapride,Desipramine,CISAPRIDE/DESIPRAMINE [VA Drug Interaction],MAJOR
1248,Cisapride,Doxepin,CISAPRIDE/DOXEPIN [VA Drug Interaction],MAJOR
1249,Cisapride,Imipramine,CISAPRIDE/IMIPRAMINE [VA Drug Interaction],MAJOR
1250,Cisapride,Nortriptyline,CISAPRIDE/NORTRIPTYLINE [VA Drug Interaction],MAJOR
1251,Cisapride,Protriptyline,CISAPRIDE/PROTRIPTYLINE [VA Drug Interaction],MAJOR
1252,Cisapride,Trimipramine,CISAPRIDE/TRIMIPRAMINE [VA Drug Interaction],MAJOR
1253,Cilostazol,Diltiazem,CILOSTAZOL/DILTIAZEM [VA Drug Interaction],MODERATE
1254,Cilostazol,Erythromycin,CILOSTAZOL/ERYTHROMYCIN [VA Drug Interaction],MODERATE
1255,Cilostazol,Omeprazole,CILOSTAZOL/OMEPRAZOLE [VA Drug Interaction],MODERATE
1256,Cisapride,Procainamide,CISAPRIDE/PROCAINAMIDE [VA Drug Interaction],MAJOR
1257,Methadone,Nevirapine,METHADONE/NEVIRAPINE [VA Drug Interaction],MODERATE
1258,Midazolam,Nevirapine,MIDAZOLAM/NEVIRAPINE [VA Drug Interaction],MAJOR
1259,Levonorgestrel,Mephenytoin,LEVONORGESTREL/MEPHENYTOIN [VA Drug Interaction],MAJOR
1260,Levonorgestrel,Phenytoin,LEVONORGESTREL/PHENYTOIN [VA Drug Interaction],MAJOR
1261,Fluconazole,Vinblastine,FLUCONAZOLE/VINBLASTINE [VA Drug Interaction],MAJOR
1262,Fluconazole,Vincristine,FLUCONAZOLE/VINCRISTINE [VA Drug Interaction],MAJOR
1263,Itraconazole,Vinblastine,ITRACONAZOLE/VINBLASTINE [VA Drug Interaction],MAJOR
1264,Itraconazole,Vincristine,ITRACONAZOLE/VINCRISTINE [VA Drug Interaction],MAJOR
1265,Ketoconazole,Vinblastine,KETOCONAZOLE/VINBLASTINE [VA Drug Interaction],MAJOR
1266,Ketoconazole,Vincristine,KETOCONAZOLE/VINCRISTINE [VA Drug Interaction],MAJOR
1267,Miconazole,Vinblastine,MICONAZOLE/VINBLASTINE [VA Drug Interaction],MAJOR
1268,Miconazole,Vincristine,MICONAZOLE/VINCRISTINE [VA Drug Interaction],MAJOR
1269,Midazolam,Rifabutin,MIDAZOLAM/RIFABUTIN [VA Drug Interaction],MODERATE
1270,Midazolam,Rifapentine,MIDAZOLAM/RIFAPENTINE [VA Drug Interaction],MODERATE
1271,Quinidine,Atenolol,ATENOLOL/QUINIDINE [VA Drug Interaction],MODERATE
1272,Quinidine,Metoprolol,METOPROLOL/QUINIDINE [VA Drug Interaction],MODERATE
1273,Quinidine,Propranolol,PROPRANOLOL/QUINIDINE [VA Drug Interaction],MODERATE
1274,Quinidine,Timolol,QUINIDINE/TIMOLOL [VA Drug Interaction],MODERATE
1275,Cisapride,Quinidine,CISAPRIDE/QUINIDINE [VA Drug Interaction],MAJOR
1276,Cisapride,Flecainide,CISAPRIDE/FLECAINIDE [VA Drug Interaction],MODERATE
1277,Cisapride,Encainide,CISAPRIDE/ENCAINIDE [VA Drug Interaction],MAJOR
1278,Cisapride,Amiodarone,AMIODARONE/CISAPRIDE [VA Drug Interaction],MAJOR
1279,Cisapride,Bretylium,BRETYLIUM/CISAPRIDE [VA Drug Interaction],MAJOR
1280,Cisapride,Lidocaine,CISAPRIDE/LIDOCAINE [VA Drug Interaction],MAJOR
1281,Cisapride,Disopyramide,CISAPRIDE/DISOPYRAMIDE [VA Drug Interaction],MAJOR
1282,Cisapride,Sotalol,CISAPRIDE/SOTALOL [VA Drug Interaction],MAJOR
1283,Cisapride,Bepridil,BEPRIDIL/CISAPRIDE [VA Drug Interaction],MAJOR
1284,Cisapride,Maprotiline,CISAPRIDE/MAPROTILINE [VA Drug Interaction],MAJOR
1285,Isocarboxazid,Tryptophan,ISOCARBOXAZID/TRYPTOPHAN [VA Drug Interaction],MAJOR
1286,Tranylcypromine,Tryptophan,TRANYLCYPROMINE/TRYPTOPHAN [VA Drug Interaction],MODERATE
1287,Tryptophan,Phenelzine,PHENELZINE/TRYPTOPHAN [VA Drug Interaction],MODERATE
1288,Cortisone,Rifabutin,CORTISONE/RIFABUTIN [VA Drug Interaction],MODERATE
1289,Rifabutin,Dexamethasone,DEXAMETHASONE/RIFABUTIN [VA Drug Interaction],MODERATE
1290,Methylprednisolone,Rifabutin,METHYLPREDNISOLONE/RIFABUTIN [VA Drug Interaction],MODERATE
1291,Rifabutin,Prednisolone,PREDNISOLONE/RIFABUTIN [VA Drug Interaction],MODERATE
1292,Rifabutin,Prednisone,PREDNISONE/RIFABUTIN [VA Drug Interaction],MODERATE
1293,Rifabutin,Triamcinolone,RIFABUTIN/TRIAMCINOLONE [VA Drug Interaction],MODERATE
1294,Rifapentine,Cortisone,CORTISONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1295,Rifapentine,Dexamethasone,DEXAMETHASONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1296,Rifapentine,Methylprednisolone,METHYLPREDNISOLONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1297,Rifapentine,Prednisolone,PREDNISOLONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1298,Rifapentine,Prednisone,PREDNISONE/RIFAPENTINE [VA Drug Interaction],MODERATE
1299,Rifapentine,Triamcinolone,RIFAPENTINE/TRIAMCINOLONE [VA Drug Interaction],MODERATE
1300,Pimozide,Itraconazole,ITRACONAZOLE/PIMOZIDE [VA Drug Interaction],MAJOR
1301,Pimozide,Ketoconazole,KETOCONAZOLE/PIMOZIDE [VA Drug Interaction],MAJOR
1302,Pimozide,Ritonavir,PIMOZIDE/RITONAVIR [VA Drug Interaction],MAJOR
1303,Pimozide,Saquinavir,PIMOZIDE/SAQUINAVIR [VA Drug Interaction],MAJOR
1304,Moxifloxacin,Quinidine,MOXIFLOXACIN/QUINIDINE [VA Drug Interaction],MAJOR
1305,Moxifloxacin,Procainamide,MOXIFLOXACIN/PROCAINAMIDE [VA Drug Interaction],MAJOR
1306,Moxifloxacin,Amiodarone,AMIODARONE/MOXIFLOXACIN [VA Drug Interaction],MAJOR
1307,Moxifloxacin,Sotalol,MOXIFLOXACIN/SOTALOL [VA Drug Interaction],MAJOR
1308,Moxifloxacin,Cisapride,CISAPRIDE/MOXIFLOXACIN [VA Drug Interaction],MODERATE
1309,Celecoxib,Fluconazole,CELECOXIB/FLUCONAZOLE [VA Drug Interaction],MODERATE
1310,Celecoxib,Fluoxetine,CELECOXIB/FLUOXETINE [VA Drug Interaction],MODERATE
1311,Cisapride,Prochlorperazine,CISAPRIDE/PROCHLORPERAZINE [VA Drug Interaction],MAJOR
1312,Cisapride,Promethazine,CISAPRIDE/PROMETHAZINE [VA Drug Interaction],MAJOR
1313,Amiodarone,Gatifloxacin,AMIODARONE/GATIFLOXACIN [VA Drug Interaction],MAJOR
1314,Gatifloxacin,Procainamide,GATIFLOXACIN/PROCAINAMIDE [VA Drug Interaction],MODERATE
1315,Gatifloxacin,Quinidine,GATIFLOXACIN/QUINIDINE [VA Drug Interaction],MODERATE
1316,Gatifloxacin,Sotalol,GATIFLOXACIN/SOTALOL [VA Drug Interaction],MODERATE
1317,Amprenavir,Cisapride,AMPRENAVIR/CISAPRIDE [VA Drug Interaction],MAJOR
1318,Cisapride,Efavirenz,CISAPRIDE/EFAVIRENZ [VA Drug Interaction],MAJOR
1319,Saquinavir,Cisapride,CISAPRIDE/SAQUINAVIR [VA Drug Interaction],MAJOR
1320,Efavirenz,Methysergide,EFAVIRENZ/METHYSERGIDE [VA Drug Interaction],MAJOR
1321,Ritonavir,Methysergide,METHYSERGIDE/RITONAVIR [VA Drug Interaction],MAJOR
1322,Saquinavir,Methysergide,METHYSERGIDE/SAQUINAVIR [VA Drug Interaction],MAJOR
1323,Amprenavir,Methysergide,AMPRENAVIR/METHYSERGIDE [VA Drug Interaction],MAJOR
1324,Aluminum Carbonate,Itraconazole,ALUMINUM CARBONATE/ITRACONAZOLE [VA Drug Interaction],MODERATE
1325,Aluminum Carbonate,Ketoconazole,ALUMINUM CARBONATE/KETOCONAZOLE [VA Drug Interaction],MODERATE
1326,Amiodarone,Pimozide,AMIODARONE/PIMOZIDE [VA Drug Interaction],MAJOR
1327,Amprenavir,Clozapine,AMPRENAVIR/CLOZAPINE [VA Drug Interaction],MODERATE
1328,Amprenavir,Lovastatin,AMPRENAVIR/LOVASTATIN [VA Drug Interaction],MAJOR
1329,Amprenavir,Midazolam,AMPRENAVIR/MIDAZOLAM [VA Drug Interaction],MAJOR
1330,Amprenavir,Simvastatin,AMPRENAVIR/SIMVASTATIN [VA Drug Interaction],MAJOR
1331,Amprenavir,Triazolam,AMPRENAVIR/TRIAZOLAM [VA Drug Interaction],MAJOR
1332,Cimetidine,Itraconazole,CIMETIDINE/ITRACONAZOLE [VA Drug Interaction],MODERATE
1333,Cimetidine,Ketoconazole,CIMETIDINE/KETOCONAZOLE [VA Drug Interaction],MODERATE
1334,Cisapride,Pimozide,CISAPRIDE/PIMOZIDE [VA Drug Interaction],MAJOR
1335,Clarithromycin,Lovastatin,CLARITHROMYCIN/LOVASTATIN [VA Drug Interaction],MAJOR
1336,Clarithromycin,Simvastatin,CLARITHROMYCIN/SIMVASTATIN [VA Drug Interaction],MAJOR
1337,Desipramine,Ritonavir,DESIPRAMINE/RITONAVIR [VA Drug Interaction],MODERATE
1338,Disopyramide,Ritonavir,DISOPYRAMIDE/RITONAVIR [VA Drug Interaction],MAJOR
1339,Efavirenz,Midazolam,EFAVIRENZ/MIDAZOLAM [VA Drug Interaction],MAJOR
1340,Efavirenz,Rifabutin,EFAVIRENZ/RIFABUTIN [VA Drug Interaction],MODERATE
1341,Efavirenz,Triazolam,EFAVIRENZ/TRIAZOLAM [VA Drug Interaction],MAJOR
1342,Famotidine,Itraconazole,FAMOTIDINE/ITRACONAZOLE [VA Drug Interaction],MODERATE
1343,Famotidine,Ketoconazole,FAMOTIDINE/KETOCONAZOLE [VA Drug Interaction],MODERATE
1344,Flecainide,Ritonavir,FLECAINIDE/RITONAVIR [VA Drug Interaction],MAJOR
1345,Fluoxetine,Ritonavir,FLUOXETINE/RITONAVIR [VA Drug Interaction],MAJOR
1346,Itraconazole,Lansoprazole,ITRACONAZOLE/LANSOPRAZOLE [VA Drug Interaction],MAJOR
